position,GK
passes_completed,0.3316239316239316
passes,0.4641025641025641
dribbles_completed,0.0
dribbles,0.0
passes_completed_short,0.03504273504273504
passes_short,0.035897435897435895
passes_completed_medium,0.1683760683760684
passes_medium,0.16923076923076924
passes_completed_long,0.12735042735042734
passes_long,0.25726495726495724
passes_total_distance,10.247863247863247
passes_free_kicks,0.024786324786324785
through_balls,0.0
passes_pressure,0.029914529914529916
passes_switches,0.007692307692307693
crosses,0.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,0.002564102564102564
dispossessed,0.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,0.002564102564102564
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,0.0017094017094017094
passes_into_penalty_area,0.0
progressive_passes,0.0
carry_progressive_distance,0.6094017094017095
assisted_shots,0.0
fouled,0.0017094017094017094
pens_won,0.0
tackles,0.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,0.0017094017094017094
pressures,0.0
pressure_regains,0.0
clearances,0.0008547008547008547
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,0.07863247863247863
pens_conceded,0.0
fouls,0.0
cards_yellow_red,0.0
